CEWID,ParticipantName,DBA,ParticipantRole,ParticipantStatus,EffectiveDate,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZipcode,PhysicalCounty,MailingAddress,MailingCity,MailingState,MailingZipcode,PhoneNumber,PrimaryContact,PrimaryContactEmail
115523,"EZPC CA, LLC",,Collector,Active,1/3/2014,2516 W 5th St ,Santa Ana,CA,92703,Orange,2516 W 5th St ,Santa Ana,CA,92703,(714) 569-0322,Chris Chun,cssc20@ezpcrecycle.com
100558,"Goodwill Industries of Orange County, California",,Collector,Active,1/1/2005,410 N Fairview St ,Santa Ana,CA,92703,Orange,410 N Fairview St ,Santa Ana,CA,92703,(714) 547-6301,Christopher Sewitsky,chrissewitsky@ocgoodwill.org
116781,"ITEC, INC.",,Collector,Active,6/20/2019,2841 S Croddy Way ,Santa Ana,CA,92704,Orange,2841 S Croddy Way ,Santa Ana,CA,92704,(714) 206-7757,Cody Giglio,cgiglio@itec.net
112371,OC Recycling,"(a DBA of OC Recycling, Inc.)",Collector,Active,10/13/2010,1601 E Edinger Ave ,Santa Ana,CA,92705,Orange,1601 E Edinger Ave ,Santa Ana,CA,92705,(714) 973-2267,Lisa Bloom,lbloom@ocrecycling.com
116436,"SoCal Industrial Services, Inc.",,Collector,Active,9/15/2023,1725 E. Borchard Ave ,Santa Ana,CA,92705,Orange,1725 E. Borchard Ave ,Santa Ana,CA,92705,(657) 231-9820,Mel Soto,msoto@scindustrialservices.com
115306,"TechWaste Recycling, LLC",,Collector,Active,10/2/2013,1940 E Occidental St ,Santa Ana,CA,92705,Orange,1940 E Occidental St ,Santa Ana,CA,92705,(714) 813-5390,Isaac Villeneuve,isaac@techwasterecycling.com
100935,"County of Santa Barbara, Public Works Department, RRWM Division",,Collector,Active,1/1/2005,4430 Calle Real ,Santa Barbara,CA,93110,Santa Barbara,130 E Victoria St Ste 100,Santa Barbara,CA,93101,(805) 882-3600,Leslie Robinson,lrobins@countyofsb.org
103803,MarBorg Industries,,Collector,Active,12/20/2005,119 N Quarantina St ,Santa Barbara,CA,93103,Santa Barbara,P.O. Box 4127 ,Santa Barbara,CA,93140,(805) 963-1852,Martin Sanches Jr,Masanchesjr@marborg.com
110697,GreenWaste of Palo Alto,"(a DBA of GreenWaste of Palo Alto, LLC)",Collector,Active,7/9/2009,2755 Lafayette St ,Santa Clara,CA,95050,Santa Clara,610 E Gish Rd ,San Jose,CA,95112,(650) 493-4894,Eric Cissna,eric.cissna@greenwaste.com
101674,"Mission Trail Waste Systems, Inc.",,Collector,Active,3/22/2007,1313 Memorex Dr ,Santa Clara,CA,95050,Santa Clara,1060 Richard Ave ,Santa Clara,CA,95050,(408) 727-5365,Reggie Inciong,rinciong@missiontrail.com
101936,City of Santa Cruz,,Collector,Active,4/5/2005,605 Dimeo Ln ,Santa Cruz,CA,95060,Santa Cruz,605 Dimeo Ln ,Santa Cruz,CA,95060,(831) 420-6275,Guadalupe Sanchez,gsanchez@santacruzca.gov
102139,Grey Bears,,Collector,Active,8/3/2015,2710 Chanticleer Ave ,Santa Cruz,CA,95065,Santa Cruz,2710 Chanticleer Ave ,Santa Cruz,CA,95065,(831) 479-1055,Matthew Lyles,matthew@greybears.org
116843,"California Electronics Collection, LLC",,Collector,Active,9/5/2017,13610 Imperial Hwy Ste 7,Santa Fe Springs,CA,90670,Los Angeles,13610 Imperial Hwy Ste 7,Santa Fe Springs,CA,90670,(562) 219-5638,Edelitha Ordinario,edel_ordinario2000@yahoo.com
127784,E RECYCLING OF CALIFORNIA (Santa Fe Springs),,Collector/Recycler,Active,3/15/2024,8839 Pioneer Blvd ,Santa Fe Springs,CA,90670,Los Angeles,P.O. Box 2746 ,Santa Fe Springs,CA,90670,(800) 795-0993,Michael Dauphin,mdauphin@erecyclingofca.com
116335,EwasteCleanup,(a DBA of MK Electronics),Collector,Active,12/10/2015,13037 Lakeland Rd Ste F,Santa Fe Springs,CA,90670,Los Angeles,13037 Lakeland Rd Ste F,Santa Fe Springs,CA,90670,(323) 300-8243,Mykael K. Bautista,mykaelbautista@gmail.com
127237,"Hoi Tong International, Inc. (Florence Ave)",,Collector/Recycler,Active,9/8/2023,12234 Florence Ave Unit B,Santa Fe Springs,CA,90670,Los Angeles,13629 Talc St ,Santa Fe Springs,CA,90670,(626) 872-9293,Kenny Li,kennyli.ht@gmail.com
127923,"Hoi Tong International, Inc. (Talc St)",,Collector/Recycler,Active,6/6/2025,13629 Talc St ,Santa Fe Springs,CA,90670,Los Angeles,13629 Talc St ,Santa Fe Springs,CA,90670,(626) 872-9293,Kenny Li,kennyli.ht@gmail.com
106293,"Universal Waste Systems, Inc.",,Collector,Active,8/4/2011,9016 Norwalk Blvd ,Santa Fe Springs,CA,90670,Los Angeles,P.O. Box 3038 ,Whittier,CA,90605,(562) 941-4900,Carey Merrill,carey@uwscompany.com
105007,The Salvation Army (Santa Monica),,Collector,Active,11/17/2011,1665 10th St ,Santa Monica,CA,90404,Los Angeles,1665 10th St ,Santa Monica,CA,90404,(310) 450-7235,Wayne Paulson,wayne.paulson@usw.salvationarmy.org
127288,eWaste Sonoma: Computer & Electronics Recycling Center,(a DBA of eWaste LLC),Collector,Active,5/1/2020,3227 Santa Rosa Ave Unit A,Santa Rosa,CA,95407,Sonoma,3227 Santa Rosa Ave Unit A,Santa Rosa,CA,95407,(707) 755-0371,Stephen Bishop,stephen@ewastesonoma.com
102835,Goodwill Industries of the Redwood Empire,,Collector,Active,6/24/2005,651 Yolanda Ave ,Santa Rosa,CA,95404,Sonoma,651 Yolanda Ave ,Santa Rosa,CA,95404,(707) 523-0550,Robin Bartholow,rbartholow@gire.org
111313,Redwood Gospel Mission,,Collector,Active,8/19/2014,1821 Piner Rd ,Santa Rosa,CA,95403,Sonoma,P.O. Box 493 ,Santa Rosa,CA,95402,(707) 578-1830,Lucy D Woolums,lwoolums@rgm.org
127644,Nerd Recycling,(a DBA of Jose Delio Bacalski),Collector,Active,5/5/2023,10020 Prospect Ave #A14,Santee,CA,92071,San Diego,10020 Prospect Ave #A14,Santee,CA,92071,(858) 432-2600,Jose Delio Bacalski,dbacalski@gmail.com
101971,G.I. Industries,,Collector,Active,4/14/2005,195 W Los Angeles Ave ,Simi Valley,CA,93065,Ventura,195 W Los Angeles Ave ,Simi Valley,CA,93065,(805) 955-4305,Joanne Delgado,jdelgad8@wm.com
103005,Sonoma County Waste Management Agency,,Collector,Active,6/29/2005,4376 Stage Gulch Rd ,Sonoma,CA,95476,Sonoma,2300 County Center Dr Ste B-240,Santa Rosa,CA,95403,(707) 565-3577,Courtney Scott,courtney.scott@sonomacounty.gov
111095,Computer Recycling Team Inc.,,Collector,Active,7/7/2010,1750 Floradale Ave ,South El Monte,CA,91733,Los Angeles,1750 Floradale Ave ,South El Monte,CA,91733,(626) 552-3288,Co Phan,co@computerrecyclingteam.com
127858,DTG RECYCLE INC.,,Collector,Active,9/20/2024,2110 Tyler Ave ,South El Monte,CA,91733,Los Angeles,2110 Tyler Ave ,South El Monte,CA,91733,(626) 416-5200,Jayden Cao,jayden@dtgri.com
127769,E-Waste Solutions,(a DBA of OBLOM-CV LLC),Collector,Active,1/12/2024,5625 Firestone Blvd Unit E9,South Gate,CA,90280,Los Angeles,1620 Gundry Ave #A,Long Beach,CA,90813,(702) 927-8860,Lizeth Chong,oblomcv@gmail.com
101149,South Gate Transfer Station,"(a DBA of USA Waste of California, Inc.)",Collector,Active,4/4/2005,4489 Ardine St ,South Gate,CA,90280,Los Angeles,4489 Ardine St ,South Gate,CA,90280,(323) 560-8488,Manuel Escamilla,mescamil@wm.com
112894,"WM Curbside, LLC",,Collector,Active,4/18/2011,10633 Ruchti Road Unit 1,South Gate,CA,90280,Los Angeles,10633 Ruchti Road Unit 1,South Gate,CA,90280,(562) 427-7277,Ilda Rodriguez,irodrig7@wm.com
111778,South Tahoe Refuse & Recycling Service,(a DBA of SOUTH TAHOE REFUSE CO.),Collector,Active,5/3/2010,2140 Ruth Ave ,South Lake Tahoe,CA,96150,El Dorado,2140 Ruth Ave ,South Lake Tahoe,CA,96150,(530) 541-5105,Catherine Howells,chowells@southtahoerefuse.com
111643,"Blue Line Transfer, Inc.",,Collector,Active,5/3/2010,500 E Jamie Ct ,South San Francisco,CA,94080,San Mateo,500 E Jamie Ct ,South San Francisco,CA,94080,(650) 589-4020,Michael Formosa,mformosa@ssfscavenger.com
102312,Goodwill of the San Francisco Bay,,Collector,Active,3/24/2005,100 Utah Ave ,South San Francisco,CA,94080,San Mateo,750 Post St ,San Francisco,CA,94109,(415) 575-2100,Mona Stone,mona.stone@goodwillaz.org
103563,"Zarc International, LLC",,Collector,Active,11/7/2012,26 S Linden Ave ,South San Francisco,CA,94080,San Mateo,26 S Linden Ave ,South San Francisco,CA,94080,(415) 215-8059,Randy Ly,rly4444@gmail.com
100822,"Peninsula Sanitary Service, Inc.",,Collector,Active,1/1/2005,339 Bonair Siding Rd ,Stanford,CA,94305,Santa Clara,339 Bonair Siding Rd ,Stanford,CA,94305,(650) 321-4236,Andrew Pellegrini,andrew@pssirecycling.com
102824,"CR Transfer, Inc.",,Collector,Active,3/27/2008,11232 Knott Ave ,Stanton,CA,90680,Orange,11292 Western Ave ,Stanton,CA,90680,(714) 890-6300,Joe Zavala,jzavala@crrmail.com
101878,"Goodwill Industries of San Joaquin Valley, Inc.",,Collector,Active,2/7/2005,4533 Alitalia Way ,Stockton,CA,95206,San Joaquin,4533 Alitalia Way ,Stockton,CA,95206,(209) 466-2311,Denise Ost,deniseo@goodwill-sjv.org
116347,Greater Valley Conservation Corps,(a DBA of San Joaquin County Office of Education),Collector,Active,12/10/2015,2040 E Fremont St ,Stockton,CA,95205,San Joaquin,P.O. Box 213030 ,Stockton,CA,95213,(209) 292-2700,Rory Storrs,rstorrs@sjcoe.net
110799,"Onsite Electronics Recycling, LLC",,Collector/Recycler,Active,1/27/2010,2331 Teepee Dr ,Stockton,CA,95205,San Joaquin,"1281 E Magnolia Unit D, Box 141",Fort Collins,CO,80524,(209) 234-7994,Janice Oldemeyer,joldemeyer@myoer.com
105199,The Salvation Army Adult Rehabilitation Center (Stockton),,Collector,Active,1/20/2012,1247 S Wilson Way ,Stockton,CA,95205,San Joaquin,1247 S Wilson Way ,Stockton,CA,95205,(209) 466-3871,Thomas Deichman,thomas.deichman@usw.salvationarmy.org
106178,"Tri Valley Recycling, Inc.",,Collector,Active,7/16/2009,1988 E Alpine Ave ,Stockton,CA,95205,San Joaquin,1988 E Alpine Ave ,Stockton,CA,95205,(209) 463-7600,Dennis Lenard,dennis@trivalleyrecycling.com
101583,"City of Los Angeles, LA Sanitation & Environment, SRCRD",,Collector,Active,2/4/2005,11025 Randall St ,Sun Valley,CA,91352,Los Angeles,"1149 S Broadway 5th Floor, MS 944",Los Angeles,CA,90015,(213) 485-2260,Clifford Chang,clifford.chang@lacity.org
127911,Republic Services (Sun Valley),"(a DBA of Consolidated Disposal Service, L.L.C.)",Collector,Active,5/30/2025,9200 Glenoaks Blvd ,Sun Valley,CA,91352,Los Angeles,9200 Glenoaks Blvd ,Sun Valley,CA,91352,(800) 299-4898,James Calix,jcalix@republicservices.com
107261,"Bay Counties Waste Services, Inc.",,Collector,Active,10/15/2007,301 Carl Rd ,Sunnyvale,CA,94089,Santa Clara,301 Carl Rd ,Sunnyvale,CA,94089,(408) 752-8530,Maira Simone,maira@baycountiessmart.com
110059,Electronic Recycling Center,,Collector,Active,4/12/2021,27460 Aqua Vista Way Unit A,Temecula,CA,92590,Riverside,27460 Aqua Vista Way Unit A,Temecula,CA,92590,(951) 546-6918,Hilda Matta,hilda@electronicrecyclingcenter.net
127861,JMV E-Waste Consulting and Recycling Inc.,,Collector/Recycler,Active,11/15/2024,27620 Commerce Center Dr Ste 114,Temecula,CA,92590,Riverside,2 Corte Rivera ,Lake Elsinore,CA,92532,(619) 773-3841,Juan Marquez Vega,jumav1028@gmail.com
104609,"Placer County Eastern Regional Sanitary Landfill, Inc.",,Collector,Active,9/4/2020,900 Cabin Creek Rd ,Truckee,CA,96161,Placer,"645 W Lake Blvd #5, B135",Tahoe City,CA,96145,(530) 583-7800,Selene De La Rosa,sdelarosa@waste101.com
127962,Ike's Appliance & Associates,(a DBA of Maria Carmen Nava & Ulises F Lopez),Collector,Active,9/26/2025,1107 W Linwood Ave ,Turlock,CA,95380,Stanislaus,1107 W Linwood Ave #B,Turlock,CA,95380,(209) 667-1320,Ulises F. Lopez,ikesassociates@yahoo.com
101047,"Turlock Transfer, Inc.",,Collector,Active,5/9/2008,1100 S Walnut Road ,Turlock,CA,95380,Stanislaus,P.O. Box 1865 ,Turlock,CA,95381,(209) 668-7274,Darin Marchant,dmarchant@turlockscavenger.com
111062,"Solid Wastes Systems, Inc.",,Collector,Active,5/19/2010,3151 Taylor Dr ,Ukiah,CA,95482,Mendocino,P.O. Box 60 ,Ukiah,CA,95482,(707) 234-6400,Michelle Goodman,michelle.goodman@wasteconnections.com
101322,A.S.I Cyber Concepts LLC,,Collector,Active,3/23/2005,30311 Whipple Rd ,Union City,CA,94587,Alameda,30311 Whipple Rd ,Union City,CA,94587,(510) 468-2642,Eddie Inamdar,eddie@recycle1234.com
127392,ZS Recycling Inc,,Collector,Active,7/22/2024,110 N Third Ave ,Upland,CA,91786,San Bernardino,110 N Third Ave ,Upland,CA,91786,(951) 833-1708,Sam Zhang,samz@zsrecycling.com
117019,"E-Waste LA, Inc.",,Collector,Active,9/7/2018,7222 Valjean Ave ,Van Nuys,CA,91406,Los Angeles,7222 Valjean Ave ,Van Nuys,CA,91406,(818) 855-1585,Bagrat Shahbazyan,ewastelarecycling@gmail.com
100525,"Gold Coast Recycling and Transfer Station, Inc.",,Collector,Active,3/30/2007,5275 Colt St ,Ventura,CA,93003,Ventura,5275 Colt St Ste 2 ,Ventura,CA,93003,(805) 642-9236,M George Harrison,georgeh@ejharrison.com
103233,"Burrtec Waste Industries, Inc. (Victorville-Abbey Ln)",,Collector,Active,9/28/2005,17000 Abbey Ln ,Victorville,CA,92394,San Bernardino,17000 Abbey Ln ,Victorville,CA,92394,(760) 241-1284,Edwin Hernandez,hernandeze@burrtec.com
116184,"Burrtec Waste Industries, Inc. (Victorville-Anacapa Rd)",,Collector,Active,6/26/2015,15164 Anacapa Rd ,Victorville,CA,92392,San Bernardino,17080 Stoddard Wells Rd ,Victorville,CA,92394,(760) 245-8607,Tim Angelino,tangelino@burrtec.com
104347,City of Victorville,,Collector,Active,12/4/2014,14889 Loves Lane ,Victorville,CA,92395,San Bernardino,P.O. Box 5001 ,Victorville,CA,92393,(760) 955-8615,Anne Darroch,adarroch@victorvilleca.gov
102584,"Community Services & Employment Training, Inc. (CSET)",,Collector,Active,5/2/2005,312 NW 3rd Ave ,Visalia,CA,93291,Tulare,312 NW 3rd Ave ,Visalia,CA,93291,(559) 756-4135,Teresa Guzman,teresa.guzman@cset.org
111734,Visalia Rescue Mission,,Collector,Active,5/3/2010,2523 S Mooney Blvd ,Visalia,CA,93277,Tulare,741 N Santa Fe St ,Visalia,CA,92392,(559) 740-4178,Brandon Henderson,bhenderson@vrmhope.org
100866,"WM Recycle America, L.L.C.",,Collector,Active,1/1/2005,26951 Road 140 ,Visalia,CA,93292,Tulare,26951 Road 140 ,Visalia,CA,93292,(559) 741-1766,Brian Rogers,brogers8@wm.com
109877,"Tycoon Materials, Inc.",,Collector,Active,1/30/2009,218 Machlin Ct Unit E02,Walnut,CA,91789,Los Angeles,113 Interstellar ,Irvine,CA,92618,(844) 432-9257,James Ignacio,james@tycoonmaterialsinc.com
100946,Santa Cruz County,,Collector,Active,8/3/2015,1231 Buena Vista Dr ,Watsonville,CA,95076-8310,Santa Cruz,701 Ocean St Rm 410,Santa Cruz,CA,95060,(831) 454-2160,Kasey Kolassa,kasey.kolassa@santacruzcountyca.gov
101014,Trinity County Solid Waste,,Collector,Active,1/1/2005,173 Tom Bell Rd ,Weaverville,CA,96093,Trinity,P.O. Box 2700 ,Weaverville,CA,96093,(530) 623-1326,Diane Rader,drader@trinitycounty.org
127567,"Campos Bros. Recovery, Inc.",,Collector,Active,11/12/2024,520 Glide Ave Suite A-D,West Sacramento,CA,95691,Yolo,P.O. Box 1817 ,Boyes Hot Springs,CA,95416,(707) 277-1230,Jessica Echeverria,jecheverria@cbrecov.com
104438,"L.A. Junkies, Inc.",,Collector,Active,4/5/2006,2500 Townsgate Rd Ste I,Westlake Village,CA,91361,Ventura,6520 Platt Ave # 650,West Hills,CA,91307,(818) 535-8588,Jane Awni,jane.awni@1800gotjunk.com
127807,"Redwood Waste Solutions, Inc.",,Collector,Active,4/18/2024,350 Franklin Ave ,Willits,CA,95490,Mendocino,P.O. Box 60 ,Ukiah,CA,95482,(707) 234-6400,Michelle Goodman,michelle.goodman@wasteconnections.com
101207,County of Yolo,,Collector,Active,1/24/2005,44090 County Road 28H ,Woodland,CA,95776,Yolo,44090 County Road 28H ,Woodland,CA,95776,(530) 666-8852,Marissa Juhler,mjuhler@yolocounty.gov
116398,"Yolo Employment Services, Inc.",,Collector,Active,2/4/2016,220 Harter Ave ,Woodland,CA,95776,Yolo,660 6th St ,Woodland,CA,95695,(530) 662-8616,Martin Grosso,serveworks@yahoo.com
103767,County of Siskiyou,,Collector,Active,11/22/2005,2420 E Oberlin Rd ,Yreka,CA,96097,Siskiyou,190 Greenhorn Rd ,Yreka,CA,96097,(530) 842-8220,Jessica Skillen,jnskillen@co.siskiyou.ca.us
105942,Recology Yuba-Sutter (YSHHWF),,Collector,Active,2/5/2007,134 Burns Dr ,Yuba City,CA,95991,Sutter,3001 N Levee Rd ,Marysville,CA,95901,(530) 743-6933,Kayli Bolek,kbolek@recology.com
110037,"Recycling Industries, Inc.",,Collector,Active,2/19/2009,140 Epley Dr ,Yuba City,CA,95991,Sutter,140 Epley Dr ,Yuba City,CA,95991,(530) 671-2215,Tiffany Schneider,tiffanys@recyclingindustries.com
